frame_index_original,frame_index_zeroed,elapsed_time_s,timestamp,range_raw_m,velocity_raw_ms,range_kf_m,velocity_kf_ms,acceleration_kf_ms2,mahalanobis_d2,kf_update_accepted
2605,1948,77.92,03/22/2026 12:54:38.160,28.41972305,1.011320315,28.560145909580672,1.0113203959677848,4.678624647052804e-05,0.0014196250040278099,True
2606,1949,77.96000000000001,03/22/2026 12:54:38.200,28.41972305,1.011320315,28.600474443338868,1.0113202437416664,3.981885965998723e-05,0.00235212926835831,True
2607,1950,78.0,03/22/2026 12:54:38.240,28.41972305,0.842766929,28.635907315339793,0.9177289214810682,-0.8992144429438682,5.057525145662632,True
2608,1951,78.04,03/22/2026 12:54:38.280,28.41972305,0.842766929,28.670597777350594,0.860107557738542,-1.1072436774707306,0.2750196529244061,True
2609,1952,78.08,03/22/2026 12:54:38.320,28.41972305,0.842766929,28.704699380118544,0.8307800956763752,-0.9634618225101986,0.1350446251539147,True
2610,1953,78.12,03/22/2026 12:54:38.360,28.41972305,0.842766929,28.73840119047771,0.8202946457633035,-0.6938978507455107,0.46144554209919947,True
2611,1954,78.16,03/22/2026 12:54:38.400,28.41972305,0.842766929,28.77186772897004,0.8204266080482069,-0.4259183483198594,0.4577365424070152,True
2612,1955,78.2,03/22/2026 12:54:38.440,28.41972305,0.842766929,28.8052174959692,0.8252523721838171,-0.21583021005217873,0.28653586544051773,True
2613,1956,78.24,03/22/2026 12:54:38.480,28.41972305,0.842766929,28.838523242275265,0.8311357938658367,-0.07632110587598437,0.13425581968682876,True
2614,1957,78.28,03/22/2026 12:54:38.520,28.59515344,0.842766929,28.871942117164572,0.8362349366388567,0.0020247698263602537,0.04387341814236263,True
2615,1958,78.32000000000001,03/22/2026 12:54:38.560,28.59515344,0.842766929,28.90536682112137,0.8398962977654449,0.03644746974123938,0.014331380533170174,True
2616,1959,78.36,03/22/2026 12:54:38.600,28.77058383,0.842766929,28.93891724319762,0.8421377552910749,0.043987759894700204,0.002395082160680701,True
2617,1960,78.4,03/22/2026 12:54:38.640,28.94601422,0.842766929,28.972587061194297,0.8432694968528543,0.03795780031326586,0.0002781269805959938,True
2618,1961,78.44,03/22/2026 12:54:38.680,28.94601422,0.842766929,29.00624852467557,0.8436653820834704,0.027177340325612608,0.0009877262738140122,True
2619,1962,78.48,03/22/2026 12:54:38.720,28.94601422,0.842766929,29.039895179991962,0.843649493107618,0.016586028594003918,0.0013358659061161612,True
2620,1963,78.52,03/22/2026 12:54:38.760,28.94601422,0.842766929,29.07352241495815,0.8434538366279377,0.008340358961974428,0.0015956988261270149,True
2621,1964,78.56,03/22/2026 12:54:38.800,28.94601422,0.842766929,29.107127426556787,0.8432199584954319,0.0028988397712827376,0.002054055368876368,True
2622,1965,78.60000000000001,03/22/2026 12:54:38.840,29.12144461,0.842766929,29.14082883027696,0.8430198777979572,-0.0001363757202441098,8.464398037127726e-05,True
